item_id,title,description,tags,community,creator_id,creation_date,item_type,price,max_capacity,current_participants,event_date,duration_hours,is_recurring,rating
472,Pet Grooming Group in Oakwood Gardens,Join our pet grooming group for an engaging community experience. Alone strong forward director senior senior local. Individual cultural live determine yes human.,"pet grooming,business,volleyball",Oakwood Gardens,58,2025-07-14T14:56:33.948886,meetup,20,32,3,2025-10-11T14:56:33.948886,1.5,True,4.3
473,Outdoor Adventures Group in Downtown Heights,Join our outdoor adventures group for an engaging community experience. Kind eye mouth tax. Certain certainly bed campaign put history. Go late hour need pretty his.,"outdoor adventures,technology",Downtown Heights,241,2025-06-20T14:56:33.948886,event,0,22,7,2025-08-26T14:56:33.948886,2.0,False,4.4
474,Beginner Yoga Workshop,Join us for a relaxing yoga session suitable for all levels. We'll focus on breathing techniques and gentle stretches. Safe back want political game.,"yoga,basketball,business",Pine Ridge,146,2025-06-15T14:56:33.948886,event,48,20,15,2025-09-15T14:56:33.948886,2.0,True,
475,Entrepreneurship Group in Sunset Valley,Join our entrepreneurship group for an engaging community experience. Draw pass huge national table. Professional will customer expert from benefit adult. Husband tough environmental affect research stage.,"entrepreneurship,nature walks,meditation",Sunset Valley,450,2025-06-02T14:56:33.948886,meetup,11,48,4,2025-08-24T14:56:33.948886,1.0,True,4.5
476,Business Group in Oakwood Gardens,Join our business group for an engaging community experience. Former idea table campaign moment. Fear fall company your his include. Single right note role.,"business,food tasting,kids play date",Oakwood Gardens,379,2025-06-02T14:56:33.948886,class,0,43,28,2025-09-17T14:56:33.948886,1.5,False,4.1
477,Cats Group in Lakeside Manor,Join our cats group for an engaging community experience. Perhaps plant build knowledge foot them baby. Civil keep program outside idea or. Federal discover single school well protect thought.,"cats,pet grooming,baking",Lakeside Manor,206,2025-07-13T14:56:33.949886,service,48,45,10,2025-10-08T14:56:33.949886,2.0,True,
478,Monthly Book Club Meeting,Join our book club group for an engaging community experience. Side clearly newspaper as. Audience charge nor discuss quite treat.,"book club,networking",Willow Brook,258,2025-05-22T14:56:33.949886,service,0,25,7,2025-09-26T14:56:33.949886,1.5,False,
479,Crossfit Group in Sunset Valley,Join our crossfit group for an engaging community experience. Family ahead talk side participant nearly. Bag model hot suddenly establish.,"crossfit,pilates",Sunset Valley,170,2025-07-14T14:56:33.949886,meetup,0,36,9,2025-10-03T14:56:33.949886,3.0,True,4.0
480,Urban Farming Group in Riverside Park,Join our urban farming group for an engaging community experience. Four building maintain course couple blood. Scientist environment head another rate.,"urban farming,running",Riverside Park,464,2025-07-13T14:56:33.949886,event,47,38,15,2025-10-02T14:56:33.949886,2.5,True,
481,Art Group in Pine Ridge,Join our art group for an engaging community experience. Dinner four scientist early reality. Material truth hope bag cost.,"art,gardening,guitar",Pine Ridge,405,2025-07-08T14:56:33.949886,workshop,0,5,5,2025-09-19T14:56:33.949886,2.0,False,3.5
482,Crafts Group in Pine Ridge,Join our crafts group for an engaging community experience. Blue onto mouth four between. Weight relate message character. Decision hundred laugh real through.,"crafts,swimming",Pine Ridge,431,2025-05-17T14:56:33.949886,class,0,25,10,2025-08-24T14:56:33.949886,1.5,True,
483,Piano Group in Oakwood Gardens,Join our piano group for an engaging community experience. Too hour audience should enter age. Help answer control chance sister. Change mission receive name.,"piano,business,painting",Oakwood Gardens,13,2025-06-13T14:56:33.949886,group,41,35,8,2025-08-22T14:56:33.949886,2.5,False,
484,Crafts Group in Downtown Heights,Join our crafts group for an engaging community experience. Television visit mother word. Leg choose when wonder.,"crafts,literature,book club,poetry",Downtown Heights,145,2025-05-24T14:56:33.949886,event,29,34,18,2025-09-02T14:56:33.949886,2.0,False,4.5
485,Wine Tasting Group in Cedar Creek,Join our wine tasting group for an engaging community experience. Responsibility local build as would. Seven compare base.,"wine tasting,camping",Cedar Creek,451,2025-07-17T14:56:33.950888,event,14,10,0,2025-08-31T14:56:33.950888,1.0,False,4.6
486,Music Group in Riverside Park,Join our music group for an engaging community experience. Again look bad high various quickly. High turn rise look financial individual contain perform. Man head work amount unit quite realize. Couple leg member.,"music,parenting",Riverside Park,107,2025-05-21T14:56:33.950888,workshop,0,47,22,2025-09-09T14:56:33.950888,3.0,False,4.0
487,Tennis Group in Mountain View,Join our tennis group for an engaging community experience. Represent Democrat huge radio others really. Miss somebody upon benefit continue data song role. Once style race compare.,"tennis,baking,singing",Mountain View,46,2025-08-04T14:56:33.950888,workshop,0,6,3,2025-09-07T14:56:33.950888,1.0,True,
488,Outdoor Adventures Group in Oakwood Gardens,Join our outdoor adventures group for an engaging community experience. While cold group simply. Difference however future school can meeting. Pressure speak read.,"outdoor adventures,technology,family events",Oakwood Gardens,72,2025-08-09T14:56:33.950888,workshop,0,20,2,2025-09-27T14:56:33.950888,2.0,False,4.6
489,Singing Group in Sunset Valley,Join our singing group for an engaging community experience. Somebody list stand image them. Education me force hand commercial magazine over less. Town offer hard evening cut notice garden.,"singing,kids play date,composting,writing",Sunset Valley,48,2025-07-30T14:56:33.950888,class,0,25,23,2025-10-08T14:56:33.950888,2.5,False,5.0
490,Mindful Yoga Session - Maple Grove,Start your week right with our Monday morning yoga class. Perfect for stress relief and flexibility. Half customer less within magazine.,"yoga,coding,wine tasting",Maple Grove,389,2025-06-26T14:56:33.950888,event,5,13,12,2025-09-26T14:56:33.950888,1.0,True,4.8
491,Photography Group in Mountain View,Join our photography group for an engaging community experience. Number kid need member likely. Religious door job matter between. Quality true society front listen page.,"photography,painting,cats",Mountain View,100,2025-07-02T14:56:33.950888,workshop,0,7,1,2025-08-18T14:56:33.950888,3.0,False,
492,Pet Grooming Group in Riverside Park,Join our pet grooming group for an engaging community experience. Cultural woman million this field.,"pet grooming,dogs",Riverside Park,224,2025-08-04T14:56:33.951895,workshop,36,44,5,2025-10-05T14:56:33.951895,1.0,True,4.2
493,Technology Group in Cedar Creek,Join our technology group for an engaging community experience. Similar per stuff whose level pretty fall. Election our show woman parent factor. What audience theory.,"technology,gardening,family events",Cedar Creek,301,2025-08-13T14:56:33.951895,event,0,17,8,2025-08-25T14:56:33.951895,1.5,True,4.2
494,Gaming Group in Maple Grove,Join our gaming group for an engaging community experience. Foreign into do mind whatever. This road strong listen government quality return.,"gaming,language learning,literature",Maple Grove,194,2025-08-01T14:56:33.951895,group,0,21,2,2025-10-12T14:56:33.951895,1.0,False,4.1
495,Crossfit Group in Willow Brook,Join our crossfit group for an engaging community experience. Film center area me. Manager ok anything hold age. Public though administration time win up space.,"crossfit,plant care,pet grooming,camping",Willow Brook,55,2025-08-01T14:56:33.951895,group,0,42,16,2025-09-10T14:56:33.951895,3.0,True,
496,Piano Group in Downtown Heights,Join our piano group for an engaging community experience. Recognize seem while great soldier. At turn dream high pretty improve wait.,"piano,meditation,pet grooming,entrepreneurship",Downtown Heights,380,2025-08-12T14:56:33.951895,workshop,0,48,33,2025-09-18T14:56:33.951895,1.0,False,3.6
497,Family Events Group in Pine Ridge,Join our family events group for an engaging community experience. Guess increase sound skin. Piece sit center listen institution civil. Today authority we oil air.,"family events,crossfit",Pine Ridge,166,2025-07-11T14:56:33.951895,workshop,0,50,33,2025-10-09T14:56:33.951895,3.0,True,
498,Photography Group in Riverside Park,Join our photography group for an engaging community experience. Me once better argue yet let these. Reduce last he feeling day soldier believe. Name race later talk stock response agency.,"photography,outdoor adventures",Riverside Park,231,2025-08-04T14:56:33.951895,class,0,31,3,2025-10-02T14:56:33.951895,2.0,True,4.9
499,Parenting Group in Sunset Valley,Join our parenting group for an engaging community experience. Glass fine avoid in follow. Care Democrat down maintain. Star idea do daughter start idea million check.,"parenting,volleyball",Sunset Valley,96,2025-05-31T14:56:33.951895,event,35,50,40,2025-09-04T14:56:33.951895,2.5,True,4.8
500,Music Group in Mountain View,Join our music group for an engaging community experience. Hit population through. That loss TV church outside nation wear. Food all a over.,"music,board games",Mountain View,13,2025-07-09T14:56:33.951895,meetup,21,9,1,2025-09-21T14:56:33.951895,1.0,False,4.2
501,Volleyball Group in Pine Ridge,Join our volleyball group for an engaging community experience. Can party thought all same course store on. Window wall brother father manager place TV officer.,"volleyball,singing,gaming",Pine Ridge,87,2025-07-27T14:56:33.951895,group,41,49,42,2025-08-26T14:56:33.951895,1.5,True,
502,Coding Group in Cedar Creek,Join our coding group for an engaging community experience. Kitchen yes white point far apply stage both. Difficult else thing money adult guy fall. Tend start race artist year indeed raise.,"coding,art",Cedar Creek,57,2025-08-10T14:56:33.951895,workshop,37,18,18,2025-10-04T14:56:33.951895,3.0,True,
503,Painting Group in Riverside Park,Join our painting group for an engaging community experience. Attention cut ahead out reveal. Seek discussion husband material instead situation.,"painting,literature,pilates",Riverside Park,165,2025-06-15T14:56:33.951895,workshop,8,5,3,2025-09-25T14:56:33.951895,3.0,True,4.5
504,Guitar Group in Pine Ridge,Join our guitar group for an engaging community experience. Human community teach two might. Child government old animal industry.,"guitar,volleyball",Pine Ridge,159,2025-05-22T14:56:33.952887,meetup,0,33,2,2025-09-12T14:56:33.952887,1.5,True,
505,Crossfit Group in Pine Ridge,Join our crossfit group for an engaging community experience. Often skin step painting. Data drug there economy many forget. Allow guess teacher sea.,"crossfit,entrepreneurship,literature,kids play date",Pine Ridge,219,2025-05-29T14:56:33.952887,group,0,32,29,2025-09-16T14:56:33.952887,2.5,True,3.8
506,Mountain View Basketball League,Join our basketball group for an engaging community experience. End ok partner some. Product hair happy nothing strategy. Party play away leg movement current.,"basketball,soccer",Mountain View,61,2025-06-22T14:56:33.952887,meetup,0,33,25,2025-08-20T14:56:33.952887,1.5,True,
507,Piano Group in Sunset Valley,Join our piano group for an engaging community experience. Down off might. Day pretty claim technology let. Green through dream shoulder into individual phone surface. Remain type toward school customer.,"piano,cultural exchange,crossfit",Sunset Valley,176,2025-06-16T14:56:33.952887,service,0,42,9,2025-09-16T14:56:33.952887,1.5,False,4.8
508,Urban Farming Group in Pine Ridge,Join our urban farming group for an engaging community experience. But effect throw. Range people low there research within question.,"urban farming,family events,cooking,photography",Pine Ridge,61,2025-08-12T14:56:33.952887,meetup,31,9,5,2025-09-29T14:56:33.952887,1.0,True,4.8
509,Singing Group in Maple Grove,Join our singing group for an engaging community experience. Option teach chance also blood time brother. Different itself television itself amount world quite measure. Movie stock hair together early.,"singing,crafts",Maple Grove,492,2025-07-16T14:56:33.952887,class,0,22,22,2025-08-23T14:56:33.952887,1.0,True,
510,Tennis Group in Oakwood Gardens,Join our tennis group for an engaging community experience. Board under more move like. Person way couple people part fire Mr.,"tennis,charity events",Oakwood Gardens,259,2025-07-06T14:56:33.952887,group,0,40,3,2025-09-04T14:56:33.952887,3.0,False,5.0
511,Morning Fitness Class,Transform your fitness journey with our supportive group. Equipment provided. Media camera goal science again. Hospital country enter positive thank.,"fitness,entrepreneurship,photography,volleyball",Willow Brook,310,2025-06-12T14:56:33.952887,group,0,30,4,2025-08-23T14:56:33.952887,2.5,False,4.4
512,Business Group in Downtown Heights,Join our business group for an engaging community experience. Manage debate budget trade indicate. Beyond meet up lead former away. Story current movement sign.,"business,gardening",Downtown Heights,171,2025-05-30T14:56:33.952887,group,13,27,21,2025-09-03T14:56:33.952887,1.0,False,3.8
513,Family Events Group in Maple Grove,Join our family events group for an engaging community experience. Concern require health fish enjoy. Establish example join story. Region language then inside.,"family events,soccer,child care,piano",Maple Grove,144,2025-07-01T14:56:33.952887,service,0,32,24,2025-08-22T14:56:33.952887,1.0,False,4.7
514,Meditation Group in Pine Ridge,Join our meditation group for an engaging community experience. Ready particular instead condition position save himself. Most task right which. Minute north finally almost blue.,"meditation,composting,tennis",Pine Ridge,341,2025-06-08T14:56:33.952887,workshop,0,42,41,2025-09-24T14:56:33.952887,2.5,False,4.7
515,Family Events Group in Mountain View,Join our family events group for an engaging community experience. Capital world evidence drug beat although option. Everything state hundred treatment center.,"family events,yoga,baking",Mountain View,408,2025-06-21T14:56:33.953887,meetup,45,45,3,2025-09-13T14:56:33.953887,1.0,False,
516,Language Learning Group in Maple Grove,Join our language learning group for an engaging community experience. Factor on century. Hit college cell would suffer store. New full memory sure.,"language learning,crafts,tennis,basketball",Maple Grove,261,2025-06-06T14:56:33.953887,class,0,14,5,2025-08-17T14:56:33.953887,2.0,True,4.3
517,Family Events Group in Pine Ridge,Join our family events group for an engaging community experience. Certain rate herself practice read man affect. Baby meeting our college low hot likely miss. Scene security crime whole. Do choose financial what serve style.,"family events,community service,tennis,volleyball",Pine Ridge,459,2025-07-12T14:56:33.953887,service,7,28,5,2025-10-07T14:56:33.953887,3.0,False,4.9
518,Composting Group in Riverside Park,Join our composting group for an engaging community experience. Fast meet body work ahead although. Go tough value performance list occur rock.,"composting,swimming,food tasting",Riverside Park,138,2025-07-17T14:56:33.953887,group,11,33,16,2025-09-19T14:56:33.953887,1.0,True,4.6
519,Pet Grooming Group in Lakeside Manor,Join our pet grooming group for an engaging community experience. Amount since month. Charge cold common or.,"pet grooming,painting",Lakeside Manor,45,2025-07-23T14:56:33.953887,workshop,0,17,15,2025-08-31T14:56:33.953887,2.5,True,4.0
520,Camping Group in Sunset Valley,Join our camping group for an engaging community experience. Relationship parent network stuff think nature town. Foreign later degree people it. Film work easy trade.,"camping,cycling,literature,business",Sunset Valley,401,2025-06-03T14:56:33.953887,class,0,20,3,2025-08-18T14:56:33.953887,2.0,True,4.9
521,Mountain View Book Discussion,Join our book club group for an engaging community experience. Recently lawyer natural modern game along.,"book club,swimming,writing",Mountain View,458,2025-06-01T14:56:33.953887,workshop,0,7,0,2025-10-12T14:56:33.953887,2.5,True,4.9
522,Playground Meetup,Join our kids play date group for an engaging community experience. Mind project design sister you whose get partner. Maybe point information interesting by. Student against firm here grow rest.,"kids play date,piano,crafts,plant care",Oakwood Gardens,217,2025-05-21T14:56:33.953887,event,0,20,6,2025-09-17T14:56:33.953887,2.5,True,
523,Coding Group in Willow Brook,Join our coding group for an engaging community experience. Become crime eye tax behavior alone. Area avoid low around card nor. Break identify may include star blue mouth. Yeah if design scene issue land.,"coding,running",Willow Brook,346,2025-06-05T14:56:33.953887,group,0,15,9,2025-09-29T14:56:33.953887,1.5,False,4.6
524,Volunteer Work Group in Riverside Park,Join our volunteer work group for an engaging community experience. Prove forward type. Customer happen anything than.,"volunteer work,composting,basketball,crossfit",Riverside Park,256,2025-08-03T14:56:33.953887,class,0,45,5,2025-10-01T14:56:33.953887,3.0,True,5.0
525,Plant Care Group in Mountain View,Join our plant care group for an engaging community experience. Question despite charge anything six ability onto employee. Month card father whether which. Beyond just together back. Heavy more necessary out either between force along.,"plant care,crossfit",Mountain View,321,2025-06-13T14:56:33.953887,event,0,6,0,2025-08-21T14:56:33.953887,2.5,True,3.8
526,Poetry Group in Downtown Heights,Join our poetry group for an engaging community experience. Condition material together early finally reflect charge. Worry if center condition. Class couple leave more every health.,"poetry,writing,cooking,crafts",Downtown Heights,334,2025-06-17T14:56:33.954886,meetup,0,48,12,2025-08-27T14:56:33.954886,2.0,False,4.2
527,Core Strength Pilates,Join our pilates group for an engaging community experience. Issue summer how exactly ok eat nice customer.,"pilates,language learning,entrepreneurship",Riverside Park,495,2025-07-31T14:56:33.954886,meetup,45,48,25,2025-09-26T14:56:33.954886,1.5,True,4.8
528,Meditation Group in Pine Ridge,Join our meditation group for an engaging community experience. Tell chair gas respond wish peace effect tough. Under wide guy push write. Ok structure especially bill fund by unit son.,"meditation,art,yoga",Pine Ridge,3,2025-06-25T14:56:33.954886,event,0,43,17,2025-09-25T14:56:33.954886,3.0,True,3.9
529,Mindful Yoga Session - Sunset Valley,Join us for a relaxing yoga session suitable for all levels. We'll focus on breathing techniques and gentle stretches. Which common wind view pull TV. Reveal time field whom house message.,"yoga,piano",Sunset Valley,105,2025-06-15T14:56:33.954886,service,44,40,36,2025-09-09T14:56:33.954886,1.5,False,
530,Board Games Group in Riverside Park,Join our board games group for an engaging community experience. Help company everyone tell economy. Series citizen trade offer Republican.,"board games,networking",Riverside Park,281,2025-07-12T14:56:33.954886,meetup,0,36,12,2025-09-16T14:56:33.954886,1.5,False,4.5
531,Dogs Group in Lakeside Manor,Join our dogs group for an engaging community experience. Bit national level. Animal mind hit national.,"dogs,wine tasting,board games",Lakeside Manor,382,2025-06-20T14:56:33.954886,class,0,22,16,2025-08-24T14:56:33.954886,2.0,True,4.9
532,Cultural Exchange Group in Pine Ridge,Join our cultural exchange group for an engaging community experience. Wait recognize sea assume adult quite hair ball. Former assume follow. Beat right interview.,"cultural exchange,dogs,basketball",Pine Ridge,84,2025-06-27T14:56:33.954886,event,0,33,27,2025-09-05T14:56:33.954886,1.5,True,3.7
533,Pickup Basketball Session,Join our basketball group for an engaging community experience. Mother show expert heart it. Although follow know third truth capital.,"basketball,parenting,child care,guitar",Lakeside Manor,465,2025-07-18T14:56:33.954886,workshop,50,27,21,2025-10-08T14:56:33.954886,1.0,False,
534,Camping Group in Sunset Valley,Join our camping group for an engaging community experience. Mrs wonder author heavy trip bar. Race size such wait get.,"camping,music",Sunset Valley,83,2025-08-09T14:56:33.954886,group,0,38,37,2025-09-13T14:56:33.954886,2.0,True,4.9
535,Technology Group in Riverside Park,Join our technology group for an engaging community experience. National authority tough behavior usually moment. Chair prevent piece guy notice allow call.,"technology,soccer,painting",Riverside Park,271,2025-06-15T14:56:33.954886,class,40,39,27,2025-08-28T14:56:33.954886,3.0,False,
536,Poetry Group in Cedar Creek,Join our poetry group for an engaging community experience. Leave continue two short when. Cultural term item contain agency would north. Else movie bring.,"poetry,cooking,language learning,hiking",Cedar Creek,66,2025-06-12T14:56:33.954886,group,41,45,32,2025-09-23T14:56:33.954886,2.5,False,4.4
537,Entrepreneurship Group in Sunset Valley,Join our entrepreneurship group for an engaging community experience. Rate head modern. Would address build. Behavior since pick.,"entrepreneurship,cycling,language learning",Sunset Valley,80,2025-07-04T14:56:33.954886,group,40,44,18,2025-09-23T14:56:33.954886,1.5,True,
538,Soccer Group in Pine Ridge,Join our soccer group for an engaging community experience. Late under parent hotel actually message. Mission industry head successful Mr indicate floor thousand. Population instead safe chance loss cell wish realize.,"soccer,charity events",Pine Ridge,186,2025-07-16T14:56:33.955886,class,0,46,15,2025-08-24T14:56:33.955886,2.5,True,4.7
539,Swimming Group in Riverside Park,Join our swimming group for an engaging community experience. Appear care build week real democratic difficult. Though quite reduce attorney bill. Still cultural stock later would group. Difference protect feeling city.,"swimming,running,guitar",Riverside Park,383,2025-05-22T14:56:33.955886,group,0,22,19,2025-10-05T14:56:33.955886,2.0,False,4.6
540,Volunteer Work Group in Lakeside Manor,Join our volunteer work group for an engaging community experience. Draw garden million guy. About church real training.,"volunteer work,pilates,swimming",Lakeside Manor,410,2025-07-09T14:56:33.955886,workshop,0,42,40,2025-10-07T14:56:33.955886,2.5,False,4.5
541,Cultural Exchange Group in Mountain View,Join our cultural exchange group for an engaging community experience. Suddenly test figure politics finally cost. Research through well ask church him form.,"cultural exchange,meditation,business",Mountain View,35,2025-07-17T14:56:33.955886,class,0,43,3,2025-10-05T14:56:33.955886,1.5,True,3.9
542,Coding Group in Pine Ridge,Join our coding group for an engaging community experience. Town future exist provide eight east kitchen. Treat interview certainly race about many book notice. Evening region citizen remember structure.,"coding,pets,crafts,gaming",Pine Ridge,133,2025-06-28T14:56:33.955886,workshop,0,15,11,2025-09-23T14:56:33.955886,1.0,True,
543,Nature Walks Group in Pine Ridge,Join our nature walks group for an engaging community experience. Buy cultural prevent to reveal eight race usually. Particular form suffer director various walk.,"nature walks,tennis",Pine Ridge,422,2025-07-31T14:56:33.955886,group,0,16,5,2025-10-01T14:56:33.955886,1.5,True,4.7
544,Pet Grooming Group in Mountain View,Join our pet grooming group for an engaging community experience. Business thing fill participant modern become more. Their boy car size.,"pet grooming,crossfit,community service",Mountain View,90,2025-06-21T14:56:33.955886,event,0,9,8,2025-08-20T14:56:33.955886,1.0,False,3.7
545,Crafts Group in Maple Grove,Join our crafts group for an engaging community experience. Fact relate my population establish enough action four. Fast organization measure easy. Reduce set positive happy write ready against.,"crafts,tennis",Maple Grove,222,2025-07-25T14:56:33.955886,class,0,47,39,2025-09-23T14:56:33.955886,2.5,True,3.7
546,Baking Group in Riverside Park,Join our baking group for an engaging community experience. Debate newspaper activity after car. Option cell far team increase. Station treat against ten.,"baking,board games",Riverside Park,425,2025-08-10T14:56:33.955886,event,7,43,23,2025-09-13T14:56:33.955886,1.0,True,4.3
547,Writing Group in Pine Ridge,Join our writing group for an engaging community experience. Necessary describe by statement necessary. Miss show before fall medical first material.,"writing,volunteer work,community service,pet grooming",Pine Ridge,351,2025-07-10T14:56:33.955886,class,50,12,4,2025-08-19T14:56:33.955886,2.5,True,3.6
548,Author Reading Event,Join our book club group for an engaging community experience. Continue support eight test possible.,"book club,basketball,nature walks,board games",Pine Ridge,455,2025-07-01T14:56:33.955886,workshop,0,30,2,2025-10-12T14:56:33.955886,1.5,False,4.2
549,Plant Care Group in Pine Ridge,Join our plant care group for an engaging community experience. Man film them yourself. Now finally number rise task four major else.,"plant care,singing,parenting,crafts",Pine Ridge,215,2025-07-28T14:56:33.955886,class,45,28,20,2025-09-18T14:56:33.955886,2.0,False,
550,Guitar Group in Riverside Park,Join our guitar group for an engaging community experience. Simply first like present wear. Story history in land foreign table look approach.,"guitar,nature walks",Riverside Park,333,2025-08-06T14:56:33.956899,service,34,14,1,2025-09-26T14:56:33.956899,2.0,True,4.2
551,Language Learning Group in Sunset Valley,Join our language learning group for an engaging community experience. Year everything quickly class maybe yourself pull.,"language learning,wine tasting,singing,plant care",Sunset Valley,25,2025-07-26T14:56:33.956899,meetup,35,41,15,2025-09-11T14:56:33.956899,3.0,True,4.8
552,Coding Group in Downtown Heights,Join our coding group for an engaging community experience. Break at above service more manager wear above.,"coding,meditation",Downtown Heights,193,2025-07-16T14:56:33.956899,meetup,33,6,6,2025-09-18T14:56:33.956899,2.0,False,
553,Piano Group in Mountain View,Join our piano group for an engaging community experience. Position summer former consider degree. By today lot avoid contain back.,"piano,cooking",Mountain View,39,2025-06-17T14:56:33.956899,meetup,0,49,32,2025-09-08T14:56:33.956899,1.0,True,3.9
554,Crafts Group in Downtown Heights,Join our crafts group for an engaging community experience. Cold occur page into police energy. Everything entire understand per.,"crafts,painting,pet training,piano",Downtown Heights,167,2025-07-11T14:56:33.956899,workshop,0,10,5,2025-10-08T14:56:33.956899,1.0,False,4.0
555,Seasonal Gardening Tips,Learn sustainable gardening practices from experienced community members. Tools and seeds provided. Really really move official at. Suffer dark meet gas traditional traditional like.,"gardening,outdoor adventures,music,cultural exchange",Downtown Heights,205,2025-07-26T14:56:33.956899,workshop,0,37,34,2025-08-25T14:56:33.956899,3.0,True,
556,Running Group in Maple Grove,Join our running group for an engaging community experience. Million including those significant pass. Film save seat determine where too. Speak might later religious along.,"running,parenting,writing,gardening",Maple Grove,149,2025-06-04T14:56:33.956899,meetup,0,13,9,2025-10-09T14:56:33.956899,1.0,True,4.6
557,Technology Group in Downtown Heights,Join our technology group for an engaging community experience. Pass we body subject stock. Why listen design accept. Into race rock.,"technology,pets,pet training,community service",Downtown Heights,12,2025-05-25T14:56:33.956899,class,7,15,9,2025-09-02T14:56:33.956899,1.5,True,4.8
558,Seasonal Gardening Tips,"Seasonal workshop covering planting, maintenance, and harvesting techniques for local climate. Economic few human. Indicate turn idea.","gardening,cycling,hiking",Riverside Park,409,2025-07-23T14:56:33.956899,meetup,42,8,1,2025-08-31T14:56:33.956899,2.0,True,4.1
559,Crafts Group in Willow Brook,Join our crafts group for an engaging community experience. Financial less cause not. Approach consider summer body price.,"crafts,singing,fitness,food tasting",Willow Brook,142,2025-06-10T14:56:33.956899,meetup,42,49,1,2025-10-08T14:56:33.956899,1.5,True,4.3
560,HIIT Training Session,Outdoor fitness class that makes working out fun and engaging. Weather permitting. Professor certainly including character.,"fitness,baking,cats",Willow Brook,456,2025-07-17T14:56:33.956899,class,27,44,27,2025-09-05T14:56:33.956899,2.0,True,3.6
561,Urban Farming Group in Mountain View,Join our urban farming group for an engaging community experience. Teacher also money else. Much magazine people institution pass fill within. Thank as race sense agreement edge win.,"urban farming,gaming,poetry,art",Mountain View,427,2025-07-17T14:56:33.956899,group,40,44,18,2025-08-29T14:56:33.956899,1.5,False,4.8
562,Writing Group in Riverside Park,Join our writing group for an engaging community experience. Half sea leg power item. Site score president know half. Yes piece watch hear seek laugh weight trade.,"writing,tennis,pilates,gaming",Riverside Park,330,2025-07-18T14:56:33.956899,class,0,45,23,2025-08-26T14:56:33.956899,2.0,False,3.9
563,Organic Gardening Workshop,Hands-on gardening experience with emphasis on organic and eco-friendly methods. Trip difficult such hope area. Movie behind traditional simply.,"gardening,cats",Lakeside Manor,279,2025-08-06T14:56:33.957886,event,0,43,24,2025-08-25T14:56:33.957886,2.5,True,4.8
564,Literature Group in Pine Ridge,Join our literature group for an engaging community experience. From operation recently issue identify cold. Already peace prepare speech agent outside wonder. View prove popular quickly our line data. Black send me reveal too.,"literature,hiking,nature walks,wine tasting",Pine Ridge,205,2025-08-12T14:56:33.957886,class,17,21,11,2025-09-07T14:56:33.957886,2.5,True,3.8
565,Networking Group in Riverside Park,Join our networking group for an engaging community experience. Reality to little model again soon member. By western mission money general.,"networking,volunteer work,painting",Riverside Park,122,2025-05-17T14:56:33.957886,group,0,48,13,2025-09-19T14:56:33.957886,1.0,False,4.6
566,Urban Farming Group in Willow Brook,Join our urban farming group for an engaging community experience. Indicate whose think series magazine. Information imagine home network newspaper water degree.,"urban farming,yoga,camping",Willow Brook,72,2025-06-15T14:56:33.957886,class,6,19,19,2025-08-21T14:56:33.957886,1.0,False,
567,Child Care Group in Oakwood Gardens,Join our child care group for an engaging community experience. Clear list true let down. Easy inside take begin.,"child care,singing,badminton,literature",Oakwood Gardens,457,2025-06-26T14:56:33.957886,meetup,24,44,8,2025-08-16T14:56:33.957886,1.0,True,3.6
568,Dogs Group in Riverside Park,Join our dogs group for an engaging community experience. Election order reveal move. Consumer southern apply training method enter.,"dogs,writing",Riverside Park,137,2025-07-16T14:56:33.957886,class,8,34,2,2025-09-09T14:56:33.957886,1.5,False,4.4
569,Language Learning Group in Lakeside Manor,Join our language learning group for an engaging community experience. North step red order. East race sport Mrs operation goal against.,"language learning,community service,music,baking",Lakeside Manor,7,2025-07-28T14:56:33.957886,workshop,0,36,0,2025-09-03T14:56:33.957886,2.0,False,
570,Soccer Group in Cedar Creek,Join our soccer group for an engaging community experience. Ball good evidence within. Industry each account.,"soccer,coding,photography,pet grooming",Cedar Creek,5,2025-08-06T14:56:33.957886,workshop,0,9,4,2025-09-29T14:56:33.957886,2.5,False,
571,Pilates Class in Cedar Creek,Join our pilates group for an engaging community experience. Everybody doctor finish edge meet particular. Drop candidate international voice final. Hair nearly product language light like themselves.,"pilates,language learning,tennis",Cedar Creek,12,2025-07-28T14:56:33.957886,workshop,45,11,3,2025-08-31T14:56:33.957886,1.0,False,
572,Networking Group in Oakwood Gardens,Join our networking group for an engaging community experience. Happy control news give. Read most buy politics family bring reality next.,"networking,yoga,language learning,wine tasting",Oakwood Gardens,332,2025-05-31T14:56:33.957886,class,0,18,15,2025-09-20T14:56:33.957886,1.5,False,4.5
573,Painting Group in Oakwood Gardens,Join our painting group for an engaging community experience. Sea remember up throughout. Mean dinner there several remember religious forward paper. Onto yet hundred enjoy body.,"painting,camping",Oakwood Gardens,71,2025-07-20T14:56:33.957886,event,0,14,9,2025-08-23T14:56:33.957886,2.5,True,5.0
574,Networking Group in Mountain View,Join our networking group for an engaging community experience. Build property surface exactly stop decision media. Although lawyer protect garden resource nice. Discuss realize able our often hand.,"networking,cats",Mountain View,81,2025-07-21T14:56:33.957886,workshop,0,7,5,2025-09-06T14:56:33.957886,1.0,True,4.9
